ActivityStartDate,MonitoringLocationIdentifier,CharacteristicName_NO3,USGSPCode_NO3,ResultMeasureValue_NO3,ResultMeasure_MeasureUnitCode_NO3,CharacteristicName_PO4,USGSPCode_PO4,ResultMeasureValue_PO4,ResultMeasure_MeasureUnitCode_PO4,MonitoringLocationName,HUCEightDigitCode,ResolvedMonitoringLocationTypeName,StateName,CountyName,lat,lon
2018-06-21,USGS-431512077304701,Nitrate,00618,0.229,mg/l as N,NA,NA,NA,NA,"A8-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2018-06-21,USGS-431512077304702,Nitrate,00618,0.223,mg/l as N,NA,NA,NA,NA,"A8-V10, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2018-06-21,USGS-431512077304703,Nitrate,00618,0.225,mg/l as N,NA,NA,NA,NA,"A8-V20, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2018-06-21,USGS-431512077304704,Nitrate,00618,0.224,mg/l as N,NA,NA,NA,NA,"A8-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2018-06-21,USGS-431512077304705,Nitrate,00618,0.218,mg/l as N,NA,NA,NA,NA,"A8-V40, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2018-06-21,USGS-431530077304701,Nitrate,00618,0.222,mg/l as N,NA,NA,NA,NA,"A9-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-06-21,USGS-431530077304702,Nitrate,00618,0.225,mg/l as N,NA,NA,NA,NA,"A9-V10, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-06-21,USGS-431530077304703,Nitrate,00618,0.224,mg/l as N,NA,NA,NA,NA,"A9-V20, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-06-21,USGS-431530077304704,Nitrate,00618,0.202,mg/l as N,NA,NA,NA,NA,"A9-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-06-21,USGS-431530077304705,Nitrate,00618,0.233,mg/l as N,NA,NA,NA,NA,"A9-V40, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-06-21,USGS-431530077304706,Nitrate,00618,0.222,mg/l as N,NA,NA,NA,NA,"A9-V50, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-06-25,USGS-425405076320601,Nitrate,00618,0.527,mg/l as N,NA,NA,NA,NA,EMERSON EAST PARK BEACH,04140201,"Lake, Reservoir, Impoundment",New York,Cayuga County,42.9015389,-76.5350417
2018-06-25,USGS-425408076322601,Nitrate,00618,0.383,mg/l as N,NA,NA,NA,NA,EMERSON ISLAND PARK BEACH,04140201,"Lake, Reservoir, Impoundment",New York,Cayuga County,42.9023417,-76.5407333
2018-06-27,USGS-410303071553201,Nitrate,00618,NA,NA,Phosphorus,00666,0.04,mg/l as P,"Stepping Stones Pond near Culvert at Montauk, NY",02030202,"Lake, Reservoir, Impoundment",New York,Suffolk County,41.0508333,-71.9255556
2018-07-02,USGS-0130469550,Nitrate,00618,0.17,mg/l as N,Phosphorus,00666,0.012,mg/l as P,"Hook Pond (QW Site 3) at East Hampton, NY",02030202,"Lake, Reservoir, Impoundment",New York,Suffolk County,40.9489444,-72.1892778
2018-07-06,USGS-01304695,Nitrate,00618,2.35,mg/l as N,Phosphorus,00666,0.014,mg/l as P,"HOOK POND AT EAST HAMPTON, NY",02030202,"Lake, Reservoir, Impoundment",New York,Suffolk County,40.9551004,-72.1778563
2018-07-09,USGS-04250773,Nitrate,00618,0.046,mg/l as N,NA,NA,NA,NA,LAKE ONTARIO (BLACK R BAY) AT SACKETS HARBOR NY,04150102,"Lake, Reservoir, Impoundment",New York,Jefferson County,43.9500833,-76.1236111
2018-07-09,USGS-04253634,Nitrate,00618,NA,NA,NA,NA,NA,NA,SQUASH POND AT OUTLET NEAR BIG MOOSE NY,04150101,"Lake, Reservoir, Impoundment",New York,Herkimer County,43.8255694,-74.8861389
2018-07-09,USGS-432111077533801,Nitrate,00618,0.134,mg/l as N,NA,NA,NA,NA,"LAKE ONTARIO NEAR HAMLIN BEACH STATE PARK, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.3530833,-77.8938333
2018-07-09,USGS-432223078113301,Nitrate,00618,0.116,mg/l as N,NA,NA,NA,NA,"LAKE ONTARIO AT POINT BREEZE, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3732778,-78.1924444
2018-07-09,USGS-440040076171501,Nitrate,00618,0.081,mg/l as N,NA,NA,NA,NA,"LAKE ONTARIO NEAR LONG POINT STATE PARK, NY",04150200,"Lake, Reservoir, Impoundment",New York,Jefferson County,44.0110278,-76.2874444
2018-07-09,USGS-440152076125301,Nitrate,00618,NA,NA,NA,NA,NA,NA,LAKE ONTARIO (CHAUMONT BAY) AT LONG POINT STATE PK,04150200,"Lake, Reservoir, Impoundment",New York,Jefferson County,44.0310556,-76.2148056
2018-07-10,USGS-04219702,Nitrate,00618,0.077,mg/l as N,NA,NA,NA,NA,LAKE ONTARIO AT ROOSEVELT BEACH NY,04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3119997,-78.8539288
2018-07-10,USGS-0425076550,Nitrate,00618,0.122,mg/l as N,NA,NA,NA,NA,LAKE ONTARIO AT STONY POINT NEAR HENDERSON NY,04150200,"Lake, Reservoir, Impoundment",New York,Jefferson County,43.8392299,-76.2993763
2018-07-10,USGS-04253657,Nitrate,00618,0.051,mg/l as N,NA,NA,NA,NA,WINDFALL POND AT OUTLET NEAR BIG MOOSE NY,04150101,"Lake, Reservoir, Impoundment",New York,Herkimer County,43.8049694,-74.8307694
2018-07-10,USGS-431641078591501,Nitrate,00618,0.099,mg/l as N,NA,NA,NA,NA,"LAKE ONTARIO AT FOURMILE CREEK STATE PARK, NY",04130001,"Lake, Reservoir, Impoundment",New York,Niagara County,43.278,-78.9875833
2018-07-10,USGS-432020078431901,Nitrate,00618,0.08,mg/l as N,NA,NA,NA,NA,"LAKE ONTARIO AT OLCOTT, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3389722,-78.7218333
2018-07-10,USGS-432741076315401,Nitrate,00618,0.126,mg/l as N,NA,NA,NA,NA,"LAKE ONTARIO AT SUNY OSWEGO, NY",04150200,"Lake, Reservoir, Impoundment",New York,Oswego County,43.4615,-76.5317222
2018-07-10,USGS-433334076123701,Nitrate,00618,0.126,mg/l as N,NA,NA,NA,NA,"LAKE ONTARIO AT SELKIRK SHORES STATE PARK, NY",04150200,"Lake, Reservoir, Impoundment",New York,Oswego County,43.5595556,-76.21025
2018-07-10,USGS-433751076114901,Nitrate,00618,0.153,mg/l as N,NA,NA,NA,NA,LAKE ONTARIO AT SANDY ISLAND BEACH STATE PARK NY,04140102,"Lake, Reservoir, Impoundment",New York,Oswego County,43.6306944,-76.1970278
2018-07-10,USGS-433756076112001,Nitrate,00618,NA,NA,NA,NA,NA,NA,LAKE ONTARIO (SANDY POND) AT SANDY ISL BEACH ST PK,04140102,"Lake, Reservoir, Impoundment",New York,Oswego County,43.6321667,-76.189
2018-07-10,USGS-435102076122201,Nitrate,00618,0.046,mg/l as N,NA,NA,NA,NA,LAKE ONTARIO (HENDERSON BAY) AT HENDERSON HARBOR,04150200,"Lake, Reservoir, Impoundment",New York,Jefferson County,43.8505833,-76.2061667
2018-07-11,USGS-01312568,Nitrate,00618,NA,NA,NA,NA,NA,NA,CARRY POND NEAR INDIAN LAKE NY,02020001,"Lake, Reservoir, Impoundment",New York,Hamilton County,43.6820278,-74.4885556
2018-07-11,USGS-0423207760,Nitrate,00618,0.127,mg/l as N,NA,NA,NA,NA,LAKE ONTARIO AT SODUS POINT NY,04150200,"Lake, Reservoir, Impoundment",New York,Wayne County,43.2773861,-76.9739917
2018-07-11,USGS-04262260,Nitrate,00618,0.176,mg/l as N,NA,NA,NA,NA,WILLYS LAKE NEAR BEAVER RIVER NY,04150302,"Lake, Reservoir, Impoundment",New York,Herkimer County,43.9682083,-74.9570778
2018-07-11,USGS-04262296,Nitrate,00618,NA,NA,NA,NA,NA,NA,LOON HOLLOWS POND NEAR BEAVER RIVER NY,04150302,"Lake, Reservoir, Impoundment",New York,Herkimer County,43.9635972,-75.0425278
2018-07-11,USGS-431548076593501,Nitrate,00618,NA,NA,NA,NA,NA,NA,"LAKE ONTARIO (SODUS BAY) AT SODUS POINT, NY",04140101,"Lake, Reservoir, Impoundment",New York,Wayne County,43.26325,-76.9931389
2018-07-11,USGS-431645076494101,Nitrate,00618,NA,NA,NA,NA,NA,NA,"LAKE ONTARIO (PORT BAY) NEAR WOLCOTT, NY",04140101,"Lake, Reservoir, Impoundment",New York,Wayne County,43.2790278,-76.8279444
2018-07-11,USGS-431819076502101,Nitrate,00618,0.131,mg/l as N,NA,NA,NA,NA,"LAKE ONTARIO OFFSHORE AT PORT BAY, NY",04150200,"Lake, Reservoir, Impoundment",New York,Wayne County,43.3053889,-76.8390278
2018-07-11,USGS-432038076424101,Nitrate,00618,NA,NA,NA,NA,NA,NA,LAKE ONTARIO (LITTLE SODUS B) W BARRIER BAR CO PK,04140101,"Lake, Reservoir, Impoundment",New York,Cayuga County,43.3439167,-76.7114722
2018-07-11,USGS-432044076424901,Nitrate,00618,0.148,mg/l as N,NA,NA,NA,NA,"LAKE ONTARIO AT WEST BARRIER BAR COUNTY PARK, NY",04150200,"Lake, Reservoir, Impoundment",New York,Cayuga County,43.3454722,-76.7135833
2018-07-12,USGS-04220259,Nitrate,00618,NA,NA,NA,NA,NA,NA,LK ONTARIO (BRADDOCK BAY) AT BRADDOCK HEIGHTS NY,04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.3071944,-77.70575
2018-07-12,USGS-431407077322901,Nitrate,00618,0.159,mg/l as N,NA,NA,NA,NA,"LAKE ONTARIO AT SEA BREEZE, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2353611,-77.5413056
2018-07-12,USGS-431535077363101,Nitrate,00618,0.148,mg/l as N,NA,NA,NA,NA,"LAKE ONTARIO AT ONTARIO BEACH PARK, NY",04130001,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2597,-77.6085
2018-07-12,USGS-431741077405001,Nitrate,00618,NA,NA,NA,NA,NA,NA,"LAKE ONTARIO (LONG POND) NEAR NORTH GREECE, NY",04130001,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2947778,-77.6805556
2018-07-12,USGS-431833077420401,Nitrate,00618,0.078,mg/l as N,NA,NA,NA,NA,LAKE ONTARIO AT BRADDOCK BAY STATE PARK NY,04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.3090833,-77.7010833
2018-07-16,USGS-0130469550,Nitrate,00618,NA,NA,Phosphorus,00666,0.008,mg/l as P,"Hook Pond (QW Site 3) at East Hampton, NY",02030202,"Lake, Reservoir, Impoundment",New York,Suffolk County,40.9489444,-72.1892778
2018-07-16,USGS-04250804,Nitrate,00618,0.102,mg/l as N,NA,NA,NA,NA,SOUTH LAKE NEAR DAM NEAR ATWELL NY,04150101,"Lake, Reservoir, Impoundment",New York,Herkimer County,43.5087667,-74.8816806
2018-07-16,USGS-425405076320601,Nitrate,00618,0.3075,mg/l as N,NA,NA,NA,NA,EMERSON EAST PARK BEACH,04140201,"Lake, Reservoir, Impoundment",New York,Cayuga County,42.9015389,-76.5350417
2018-07-17,USGS-04272132,Nitrate,00618,NA,NA,NA,NA,NA,NA,LITTLE ECHO POND NEAR SARANAC LAKE INN NY,04150406,"Lake, Reservoir, Impoundment",New York,Franklin County,44.30575,-74.3572222
2018-07-17,USGS-04272232,Nitrate,00618,NA,NA,NA,NA,NA,NA,SOCHIA POND NEAR SARANAC INN NY,04150406,"Lake, Reservoir, Impoundment",New York,Franklin County,44.3528333,-74.29425
2018-07-17,USGS-04272255,Nitrate,00618,NA,NA,NA,NA,NA,NA,SUNDAY POND NEAR SARANAC INN NY,04150406,"Lake, Reservoir, Impoundment",New York,Franklin County,44.3460833,-74.3006389
2018-07-19,USGS-04268384,Nitrate,00618,NA,NA,NA,NA,NA,NA,BLACK POND NEAR PAUL SMITHS NY,04150306,"Lake, Reservoir, Impoundment",New York,Franklin County,44.4391,-74.2938972
2018-07-19,USGS-04268697,Nitrate,00618,NA,NA,NA,NA,NA,NA,GRASS POND NEAR SAINT REGIS FALLS NY,04150306,"Lake, Reservoir, Impoundment",New York,Franklin County,44.6569722,-74.4956111
2018-07-19,USGS-04268698,Nitrate,00618,NA,NA,NA,NA,NA,NA,LITTLE CLEAR POND NEAR SAINT REGIS FALLS NY,04150306,"Lake, Reservoir, Impoundment",New York,Franklin County,44.6602222,-74.4963333
2018-07-19,USGS-04272643,Nitrate,00618,NA,NA,NA,NA,NA,NA,HOPE POND AT WHITE FATHERS NY,04150406,"Lake, Reservoir, Impoundment",New York,Franklin County,44.5136111,-74.1267222
2018-07-19,USGS-04272644,Nitrate,00618,NA,NA,NA,NA,NA,NA,LITTLE HOPE POND AT WHITE FATHERS NY,04150406,"Lake, Reservoir, Impoundment",New York,Franklin County,44.5170833,-74.1260278
2018-07-23,USGS-0130469525,Nitrate,00618,0.201,mg/l as N,Phosphorus,00666,0.009,mg/l as P,"Hook Pond (QW Site 10) at East Hampton, NY",02030202,"Lake, Reservoir, Impoundment",New York,Suffolk County,40.9530833,-72.1843889
2018-07-23,USGS-0130469550,Nitrate,00618,NA,NA,Phosphorus,00666,0.007,mg/l as P,"Hook Pond (QW Site 3) at East Hampton, NY",02030202,"Lake, Reservoir, Impoundment",New York,Suffolk County,40.9489444,-72.1892778
2018-07-23,USGS-01319817,Nitrate,00618,NA,NA,NA,NA,NA,NA,JOCKEYBUSH LAKE AT DAM AT ARIETTA NY,02020002,"Lake, Reservoir, Impoundment",New York,Hamilton County,43.3020278,-74.5858083
2018-07-23,USGS-01321005,Nitrate,00618,NA,NA,NA,NA,NA,NA,WILLIS LAKE AT DAM NEAR WELLS NY,02020002,"Lake, Reservoir, Impoundment",New York,Hamilton County,43.3702889,-74.2462389
2018-07-23,USGS-404604072593801,Nitrate,00618,2.24,mg/l as N,Phosphorus,00666,0.013,mg/l as P,"Swan Lake Culvert at Patchogue, NY",02030202,"Lake, Reservoir, Impoundment",New York,Suffolk County,40.7677778,-72.9938889
2018-07-23,USGS-431442077304401,Nitrate,00618,0.346,mg/l as N,NA,NA,NA,NA,"A1-V2, Lake Ontario East Irondequoit Embayment, NY",04140101,"Lake, Reservoir, Impoundment",New York,Monroe County,43.245,-77.5122222
2018-07-23,USGS-431443077304401,Nitrate,00618,0.36,mg/l as N,NA,NA,NA,NA,"A2-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2452778,-77.5122222
2018-07-23,USGS-431444077304501,Nitrate,00618,0.348,mg/l as N,NA,NA,NA,NA,"A3-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2455556,-77.5125
2018-07-23,USGS-431444077304502,Nitrate,00618,0.341,mg/l as N,NA,NA,NA,NA,"A3-V10, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2455556,-77.5125
2018-07-23,USGS-431450077304601,Nitrate,00618,0.359,mg/l as N,NA,NA,NA,NA,"A4-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2472222,-77.5127778
2018-07-23,USGS-431450077304602,Nitrate,00618,0.35,mg/l as N,NA,NA,NA,NA,"A4-V10, Lake Ontario at East irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2472222,-77.5127778
2018-07-23,USGS-431452077310401,Nitrate,00618,0.355,mg/l as N,NA,NA,NA,NA,"A5-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2477778,-77.5177778
2018-07-23,USGS-431452077310402,Nitrate,00618,0.32,mg/l as N,NA,NA,NA,NA,"A5-V10, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2477778,-77.5177778
2018-07-23,USGS-431452077310403,Nitrate,00618,0.355,mg/l as N,NA,NA,NA,NA,"A5-V20, Lake Ontario at E Irondequoit Embayment NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.24775,-77.5176667
2018-07-23,USGS-431453077305501,Nitrate,00618,0.347,mg/l as N,NA,NA,NA,NA,"A6-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2480556,-77.5152778
2018-07-23,USGS-431453077305502,Nitrate,00618,0.345,mg/l as N,NA,NA,NA,NA,"A6-V10, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2480556,-77.5152778
2018-07-23,USGS-431453077305503,Nitrate,00618,0.299,mg/l as N,NA,NA,NA,NA,"A6-V20, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2480556,-77.5152778
2018-07-23,USGS-431453077305504,Nitrate,00618,0.344,mg/l as N,NA,NA,NA,NA,"A6-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2480556,-77.5152778
2018-07-23,USGS-431502077304601,Nitrate,00618,0.313,mg/l as N,NA,NA,NA,NA,"A7-V2, Lake Ontario at East Irondequoit Embayment,",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2018-07-23,USGS-431502077304602,Nitrate,00618,0.275,mg/l as N,NA,NA,NA,NA,"A7-V10, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2018-07-23,USGS-431502077304603,Nitrate,00618,0.306,mg/l as N,NA,NA,NA,NA,"A7-V20, Lake Ontario at East Irondequoit Embayment",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2018-07-23,USGS-431502077304604,Nitrate,00618,0.322,mg/l as N,NA,NA,NA,NA,"A7-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2505556,-77.5127778
2018-07-23,USGS-431512077304701,Nitrate,00618,0.307,mg/l as N,NA,NA,NA,NA,"A8-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2018-07-23,USGS-431512077304702,Nitrate,00618,0.293,mg/l as N,NA,NA,NA,NA,"A8-V10, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2018-07-23,USGS-431512077304703,Nitrate,00618,0.288,mg/l as N,NA,NA,NA,NA,"A8-V20, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2018-07-23,USGS-431512077304704,Nitrate,00618,0.289,mg/l as N,NA,NA,NA,NA,"A8-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2018-07-23,USGS-431512077304705,Nitrate,00618,0.314,mg/l as N,NA,NA,NA,NA,"A8-V40, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2533333,-77.5130556
2018-07-23,USGS-431530077304701,Nitrate,00618,0.321,mg/l as N,NA,NA,NA,NA,"A9-V2, Lake Ontario East Irondequoit Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-07-23,USGS-431530077304702,Nitrate,00618,0.301,mg/l as N,NA,NA,NA,NA,"A9-V10, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-07-23,USGS-431530077304703,Nitrate,00618,0.29,mg/l as N,NA,NA,NA,NA,"A9-V20, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-07-23,USGS-431530077304704,Nitrate,00618,0.29,mg/l as N,NA,NA,NA,NA,"A9-V30, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-07-23,USGS-431530077304705,Nitrate,00618,0.293,mg/l as N,NA,NA,NA,NA,"A9-V40, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-07-23,USGS-431530077304706,Nitrate,00618,0.319,mg/l as N,NA,NA,NA,NA,"A9-V50, Lake Ontario East Irondequoit Embayment, N",04150200,"Lake, Reservoir, Impoundment",New York,Monroe County,43.2583333,-77.5130556
2018-07-24,USGS-432226078095301,Nitrate,00618,0.351,mg/l as N,NA,NA,NA,NA,"B1-V2, Oak Orchard Creek along East Embayment, NY",04130001,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3738889,-78.1647222
2018-07-24,USGS-432227078095301,Nitrate,00618,0.334,mg/l as N,NA,NA,NA,NA,"B2-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3741667,-78.1647222
2018-07-24,USGS-432228078095301,Nitrate,00618,0.346,mg/l as N,NA,NA,NA,NA,"B3-V2, Oak Orchard Creek along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3744444,-78.1647222
2018-07-24,USGS-432228078095302,Nitrate,00618,0.336,mg/l as N,NA,NA,NA,NA,"B3-V10, Oak Orchard Creek along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3744444,-78.1647222
2018-07-24,USGS-432230078101001,Nitrate,00618,0.347,mg/l as N,NA,NA,NA,NA,"B4-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.375,-78.1694444
2018-07-24,USGS-432230078101002,Nitrate,00618,0.336,mg/l as N,NA,NA,NA,NA,"B4-V10, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.375,-78.1694444
2018-07-24,USGS-432241078095301,Nitrate,00618,0.3445,mg/l as N,NA,NA,NA,NA,"B6-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3780556,-78.1647222
2018-07-24,USGS-432241078095302,Nitrate,00618,0.346,mg/l as N,NA,NA,NA,NA,"B6-V10, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3780556,-78.1647222
2018-07-24,USGS-432241078095303,Nitrate,00618,0.332,mg/l as N,NA,NA,NA,NA,"B6-V20, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3780556,-78.1647222
2018-07-24,USGS-432245078103701,Nitrate,00618,0.347,mg/l as N,NA,NA,NA,NA,"B5-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3791667,-78.1769444
2018-07-24,USGS-432245078103702,Nitrate,00618,0.35,mg/l as N,NA,NA,NA,NA,"B5-V10, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3791667,-78.1769444
2018-07-24,USGS-432246078095201,Nitrate,00618,0.347,mg/l as N,NA,NA,NA,NA,"B7-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3794444,-78.1644444
2018-07-24,USGS-432246078095202,Nitrate,00618,0.318,mg/l as N,NA,NA,NA,NA,"B7-V10, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3794444,-78.1644444
2018-07-24,USGS-432246078095203,Nitrate,00618,0.342,mg/l as N,NA,NA,NA,NA,"B7-V20, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3794444,-78.1644444
2018-07-24,USGS-432255078095201,Nitrate,00618,0.337,mg/l as N,NA,NA,NA,NA,"B8-V2, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3819444,-78.1644444
2018-07-24,USGS-432255078095202,Nitrate,00618,0.337,mg/l as N,NA,NA,NA,NA,"B8-V10, Oak Orchard Creek Along East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3819444,-78.1644444
2018-07-24,USGS-432315078095101,Nitrate,00618,0.343,mg/l as N,NA,NA,NA,NA,"B9-V2, OAK ORCHARD CREEK ALONG EAST EMBAYMENT, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3875,-78.1641667
2018-07-24,USGS-432315078095102,Nitrate,00618,0.308,mg/l as N,NA,NA,NA,NA,"B9-V10, OAK ORCHARD CREEK ALONG EAST EMBAYMENT, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3875,-78.1641667
2018-07-24,USGS-432315078095103,Nitrate,00618,0.304,mg/l as N,NA,NA,NA,NA,"B9-V20, OAK ORCHARD CREEK ALONG EAST EMBAYMENT, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3875,-78.1641667
2018-07-24,USGS-432315078095104,Nitrate,00618,0.319,mg/l as N,NA,NA,NA,NA,"B9-V30, OAK ORCHARD CREEK ALONG EAST EMBAYMENT, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3875,-78.1641667
2018-07-24,USGS-432315078095105,Nitrate,00618,0.314,mg/l as N,NA,NA,NA,NA,"B9-V40, OAK ORCHARD CREEK ALONG EAST EMBAYMENT, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3875,-78.1641667
2018-07-24,USGS-432315078095106,Nitrate,00618,0.317,mg/l as N,NA,NA,NA,NA,"B9-V50, OAK ORCHARD CREEK ALONG EAST EMBAYMENT, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3875,-78.1641667
2018-07-24,USGS-432315078095107,Nitrate,00618,0.315,mg/l as N,NA,NA,NA,NA,"B9-V60, OAK ORCHARD CREEK ALONG EAST EMBAYMENT, NY",04150200,"Lake, Reservoir, Impoundment",New York,Orleans County,43.3875,-78.1641667
2018-07-25,USGS-04253637,Nitrate,00618,NA,NA,NA,NA,NA,NA,WEST POND AT OUTLET NEAR BIG MOOSE NY,04150101,"Lake, Reservoir, Impoundment",New York,Herkimer County,43.8118889,-74.8829583
2018-07-25,USGS-432032078413201,Nitrate,00618,0.118,mg/l as N,NA,NA,NA,NA,"C1-V2, Eighteenmile Creek East Embayment, NY",04150200,"Lake, Reservoir, Impoundment",New York,Niagara County,43.3422222,-78.6922222
