STNID,NAME,CTRY,COUNTRY_NAME,ISO2C,ISO3C,STATE,LATITUDE,LONGITUDE,ELEVATION,BEGIN,END,YEARMODA,YEAR,MONTH,DAY,YDAY,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,I_FOG,I_RAIN_DRIZZLE,I_SNOW_ICE,I_HAIL,I_THUNDER,I_TORNADO_FUNNEL,EA,ES,RH,ELEV(M)
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-15,2019,8,15,227,19.1,24,16.1,24,1016.3,17,15,24,10.9,24,2.8,24,6.2,NA,22.8,*,17,*,0,G,NA,1,0,0,0,0,0,1.8,2.2,82.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-16,2019,8,16,228,19.9,24,17,24,1017.9,17,17,24,11.6,24,2.9,24,6.2,NA,23.9,NA,17.2,NA,0,G,NA,1,0,0,0,0,0,1.9,2.3,83.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-17,2019,8,17,229,20.8,24,17.8,24,1017.5,17,16.8,24,12.6,24,3.8,24,6.2,NA,24.4,NA,17.2,NA,0,G,NA,0,0,0,0,0,0,2,2.5,83,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-18,2019,8,18,230,23,24,19.4,24,1015.6,16,14.8,24,12.9,24,3.5,24,7.7,8.2,27.2,NA,19.4,NA,3.56,G,NA,1,0,0,0,0,NA,2.2,2.8,80.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-19,2019,8,19,231,27.6,24,20.7,24,1013.9,22,12.8,24,15.9,24,4.5,24,7.7,11.3,35,NA,20.6,NA,0.51,G,NA,1,0,0,1,0,NA,2.4,3.7,66.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-20,2019,8,20,232,26.1,24,17,24,1016.4,24,15.4,24,16.1,24,4.2,24,6.2,10.3,35,NA,22.8,NA,0.25,G,NA,0,0,0,0,0,0,1.9,3.4,57.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-21,2019,8,21,233,24.7,24,19.1,24,1014.9,24,13.9,24,15.8,24,3.5,24,7.7,10.8,31.1,NA,20.6,NA,0,G,NA,1,0,0,0,0,NA,2.2,3.1,71.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-22,2019,8,22,234,26.8,24,20.2,24,1009.6,23,8.7,24,14.6,24,4.8,24,7.7,11.3,33.9,NA,20.6,NA,2.03,G,NA,1,0,0,0,0,0,2.4,3.5,67.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-23,2019,8,23,235,25.5,24,12.9,24,1012.9,24,11.9,24,16.1,24,4.1,24,5.7,8.2,33.9,NA,21.1,NA,0,G,NA,1,0,0,0,0,NA,1.5,3.3,45.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-24,2019,8,24,236,20.7,24,10.7,24,1019.7,24,18.7,24,16.1,24,5.2,24,7.7,NA,25,*,16.7,*,0,G,NA,0,0,0,0,0,0,1.3,2.4,52.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-25,2019,8,25,237,18.8,24,12.9,24,1026.1,24,25.2,24,16.1,24,5.4,24,9.8,NA,22.8,NA,16.7,NA,0,G,NA,1,0,0,0,0,NA,1.5,2.2,68.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-26,2019,8,26,238,18,24,11.5,24,1024.3,24,23.3,24,16.1,24,4.7,24,6.7,NA,22.2,NA,13.9,NA,0,G,NA,0,0,0,0,0,0,1.4,2.1,65.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-27,2019,8,27,239,19.1,24,11.7,24,1019.4,24,18.4,24,16.1,24,2.6,24,7.2,NA,23.9,NA,13.9,NA,0,G,NA,0,0,0,0,0,0,1.4,2.2,62.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-28,2019,8,28,240,20.3,24,14.7,24,1014.9,23,13.8,24,15,24,3.9,24,7.7,NA,23.9,NA,14.4,NA,0,G,NA,1,0,0,0,0,NA,1.7,2.4,70.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-29,2019,8,29,241,23.6,24,17.6,24,1009.1,19,8,24,11.9,24,3.5,24,6.2,8.8,30.6,NA,17.2,NA,24.13,G,NA,1,1,0,0,0,0,2,2.9,69.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-30,2019,8,30,242,25,24,13.4,24,1013.7,24,12.7,24,16.1,24,5.6,24,9.3,11.8,30.6,NA,18.3,NA,7.62,G,NA,0,0,0,0,0,0,1.5,3.2,48.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-08-31,2019,8,31,243,24.8,24,10.9,24,1020,24,19,24,16.1,24,4.3,24,5.7,9.3,30.6,NA,18.3,NA,0,G,NA,0,0,0,0,0,0,1.3,3.1,41.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-01,2019,9,1,244,20.3,24,11.4,24,1027.2,24,26.2,24,16.1,24,3.9,24,5.7,NA,27.2,NA,16.7,NA,0,G,NA,0,0,0,0,0,0,1.3,2.4,56.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-02,2019,9,2,245,20.2,24,14.6,24,1020.8,24,19.9,24,15.3,24,3.4,24,6.2,7.2,25.6,NA,16.7,NA,0,G,NA,1,0,0,1,0,NA,1.7,2.4,70.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-03,2019,9,3,246,21.7,24,16.3,24,1015.7,24,14.7,24,16.1,24,3.9,24,5.7,NA,25.6,NA,16.7,NA,28.19,G,NA,0,0,0,0,0,0,1.8,2.6,71.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-04,2019,9,4,247,22.7,24,17.2,24,1014.3,20,13.4,24,15.9,24,4.7,24,11.3,17.5,30,NA,18.3,NA,0,G,NA,1,0,0,1,0,NA,2,2.8,71.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-05,2019,9,5,248,20,24,10.9,24,1016.8,24,15.8,24,16.1,24,4.6,24,6.7,10.8,30,NA,16.7,NA,8.38,G,NA,0,0,0,0,0,0,1.3,2.3,55.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-06,2019,9,6,249,17.8,24,12.4,24,1016.7,24,15.7,24,16.1,24,4,24,7.7,NA,21.1,NA,15,NA,0,G,NA,0,0,0,0,0,0,1.4,2,70.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-07,2019,9,7,250,18.1,24,10.9,24,1007,24,5.9,24,15.3,24,7.2,24,9.8,14.4,23.9,NA,13.3,NA,0.76,G,NA,1,0,0,0,0,NA,1.3,2.1,62.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-08,2019,9,8,251,20.6,24,10.1,24,1012.8,24,11.7,24,16.1,24,4.8,24,6.7,9.3,25.6,NA,13.3,NA,0,H,NA,1,0,0,0,0,NA,1.2,2.4,51,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-09,2019,9,9,252,18.8,24,10.4,24,1023.5,24,22.6,24,16.1,24,3.8,24,6.7,NA,25.6,NA,15.6,NA,0,G,NA,0,0,0,0,0,0,1.3,2.2,58.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-10,2019,9,10,253,19.3,24,14.7,24,1026.8,19,26.3,24,16.1,24,2.6,24,4.6,NA,22.2,NA,15.6,NA,0,G,NA,0,0,0,0,0,0,1.7,2.2,74.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-11,2019,9,11,254,24.1,24,17.3,24,1019.8,21,19,24,16.1,24,6.3,24,9.3,12.9,30.6,NA,17.2,NA,0,G,NA,0,0,0,0,0,0,2,3,65.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-12,2019,9,12,255,20.6,24,15.6,24,1018.7,22,17.8,24,16.1,24,5,24,8.2,NA,30.6,NA,15,NA,0,G,NA,1,0,0,0,0,NA,1.8,2.4,73,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-13,2019,9,13,256,16.3,24,8.4,24,1030.2,24,29.1,24,16.1,24,4.5,24,8.2,NA,24.4,NA,12.2,NA,1.78,G,NA,0,0,0,0,0,0,1.1,1.8,59.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-14,2019,9,14,257,16.7,24,10.7,24,1027.8,24,26.9,24,15.6,24,4.9,24,9.3,12.4,22.2,NA,11.7,NA,0,G,NA,1,0,0,0,0,NA,1.3,1.9,67.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-15,2019,9,15,258,22.8,24,14.8,24,1019.3,24,18.4,24,15.8,24,4.6,24,7.2,8.8,27.2,NA,11.7,NA,5.33,G,NA,1,0,0,0,0,NA,1.7,2.8,60.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-16,2019,9,16,259,21.1,24,9.7,24,1016.9,24,15.9,24,16.1,24,4.4,24,6.7,9.3,27.2,NA,17.8,NA,0,G,NA,0,0,0,0,0,0,1.2,2.5,48.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-17,2019,9,17,260,17.8,24,8.4,24,1019.1,24,18.1,24,16.1,24,4.8,24,7.2,7.7,23.9,NA,15,NA,0,G,NA,0,0,0,0,0,0,1.1,2,54.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-18,2019,9,18,261,16.1,24,7.3,24,1024.5,24,23.4,24,16.1,24,5.6,24,7.7,10.3,21.1,NA,13.3,NA,0,G,NA,0,0,0,0,0,0,1,1.8,55.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-19,2019,9,19,262,14.3,24,5.5,24,1026.9,24,26,24,16.1,24,3.4,24,4.6,NA,18.3,NA,10,NA,0,G,NA,0,0,0,0,0,0,0.9,1.6,55.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-20,2019,9,20,263,17.8,24,7.7,24,1022,24,21,24,16.1,24,2.7,24,4.1,NA,26.1,NA,10,NA,0,G,NA,0,0,0,0,0,0,1,2,51.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-21,2019,9,21,264,22.7,24,11.6,24,1020.7,24,19.7,24,16.1,24,3.4,24,7.2,NA,28.3,NA,11.1,NA,0,G,NA,0,0,0,0,0,0,1.4,2.8,49.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-22,2019,9,22,265,23.6,24,13.6,24,1019.6,24,18.6,24,16.1,24,3.9,24,7.2,10.8,31.7,NA,16.7,NA,0,G,NA,0,0,0,0,0,0,1.6,2.9,53.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-23,2019,9,23,266,25.7,24,17.4,24,1010.7,24,9.7,24,16.1,24,6.9,24,8.8,13.9,33.3,NA,16.7,NA,0,G,NA,0,0,0,0,0,0,2,3.3,60.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-24,2019,9,24,267,23.2,24,15.1,24,1005.2,24,4.3,24,16.1,24,5.6,24,7.7,10.8,33.3,NA,20,NA,3.56,G,NA,1,0,0,0,0,NA,1.7,2.8,60.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-25,2019,9,25,268,18.6,24,10.2,24,1009.8,24,8.8,24,16.1,24,4.6,24,6.2,7.2,26.7,NA,15,NA,0.25,G,NA,0,0,0,0,0,0,1.2,2.1,58.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-26,2019,9,26,269,20,24,12.9,24,1009.2,23,8.2,24,15.3,24,4.7,24,9.3,13.9,28.9,NA,15,NA,0,G,NA,1,0,0,0,0,NA,1.5,2.3,63.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-27,2019,9,27,270,18.3,24,10.5,24,1015.9,24,14.9,24,16.1,24,3.9,24,5.7,NA,28.9,NA,14.4,NA,6.86,G,NA,0,0,0,0,0,0,1.3,2.1,60.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-28,2019,9,28,271,20.2,24,12.9,24,1018.9,24,17.9,24,16.1,24,5.3,24,9.3,NA,27.8,NA,14.4,NA,0,G,NA,0,0,0,0,0,0,1.5,2.4,62.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-29,2019,9,29,272,21.2,24,14.4,24,1021,24,20,24,16.1,24,4.5,24,7.7,10.8,27.8,NA,15.6,NA,0,G,NA,0,0,0,0,0,0,1.6,2.5,65.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-09-30,2019,9,30,273,14.8,24,6.1,24,1027.5,24,26.6,24,16.1,24,4.3,24,5.7,NA,23.9,NA,11.1,NA,0,G,NA,0,0,0,0,0,0,0.9,1.7,56,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-01,2019,10,1,274,16.8,24,11.7,24,1019.3,20,18.3,24,15.9,24,4.7,24,6.7,10.3,22.2,NA,11.1,NA,1.27,G,NA,1,0,0,0,0,NA,1.4,1.9,71.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-02,2019,10,2,275,21.5,24,17,24,1008.7,20,7.7,24,13.7,24,5.1,24,8.2,NA,25,*,15.6,*,5.59,C,NA,1,0,0,0,0,NA,1.9,2.6,75.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-03,2019,10,3,276,12.4,24,5.1,24,1020.4,23,19.3,24,15.6,24,6.1,24,9.3,10.8,15.6,*,11.1,*,0,H,NA,1,0,0,0,0,NA,0.9,1.4,61.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-04,2019,10,4,277,13.3,24,6.9,24,1016.2,23,14.8,24,13.8,24,4.9,24,10.3,12.9,16.7,NA,10.6,NA,2.79,G,NA,1,0,0,0,0,NA,1,1.5,65.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-05,2019,10,5,278,10.1,24,-0.3,24,1028.7,24,27.7,24,16.1,24,4.9,24,9.8,14.9,16.7,NA,5.6,NA,2.29,G,NA,0,0,0,0,0,0,0.6,1.2,48.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-06,2019,10,6,279,13.3,24,6.4,24,1028,24,27.1,24,16.1,24,4.8,24,8.2,10.3,20,NA,5.6,NA,0,G,NA,0,0,0,0,0,0,1,1.5,63,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-07,2019,10,7,280,22.8,24,14.6,24,1020.7,24,19.7,24,16.1,24,8.1,24,12.9,17.5,26.7,*,19.4,*,0,G,NA,0,0,0,0,0,0,1.7,2.8,59.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-08,2019,10,8,281,16.9,24,11.8,24,1023.4,23,22.1,24,15,24,3.8,24,8.8,14.9,27.2,NA,15,NA,4.32,G,NA,1,0,0,0,0,NA,1.4,1.9,71.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-09,2019,10,9,282,14.3,24,9,24,1026.1,24,25.1,24,15.6,24,6.8,24,10.8,12.9,18.3,NA,12.8,NA,0.25,G,NA,1,0,0,0,0,NA,1.1,1.6,70.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-10,2019,10,10,283,13.3,24,6.9,24,1025,23,24.1,24,16.1,24,9.1,24,11.3,17,15.6,NA,11.7,NA,2.29,G,NA,1,0,0,0,0,NA,1,1.5,65.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-11,2019,10,11,284,13.2,24,7.9,24,1022.3,16,21,24,11.7,24,10.8,24,13.4,18.5,15,NA,11.7,NA,0.51,G,NA,1,0,0,0,0,NA,1.1,1.5,70.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-12,2019,10,12,285,13.1,24,10.1,24,1015.6,18,14.6,24,7.4,24,7.1,24,11.3,14.9,14.4,NA,11.7,NA,8.64,G,NA,1,0,0,0,0,NA,1.2,1.5,82,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-13,2019,10,13,286,14.9,24,10.1,24,1016.1,24,15.1,24,16.1,24,2.4,24,4.6,NA,21.1,NA,11.1,NA,0.25,G,NA,0,0,0,0,0,0,1.2,1.7,73,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-14,2019,10,14,287,14.5,24,10.3,24,1015.4,23,14.3,24,16.1,24,2.8,24,5.7,NA,21.1,NA,11.1,NA,0,G,NA,1,0,0,0,0,0,1.3,1.6,75.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-15,2019,10,15,288,14.4,24,5.4,24,1017.8,24,16.8,24,15.9,24,4,24,6.2,9.3,18.3,NA,10.6,NA,0,G,NA,0,0,0,0,0,0,0.9,1.6,54.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-16,2019,10,16,289,12.2,24,6.1,24,1016.6,23,15.4,24,16.1,24,4.9,24,10.3,11.8,17.8,NA,7.8,NA,0,G,NA,0,0,0,0,0,0,0.9,1.4,66.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-17,2019,10,17,290,13.9,24,8.8,24,985.3,23,984.5,24,13.5,24,12.3,24,21.6,29.3,17.8,NA,7.8,NA,30.48,G,NA,1,0,0,0,0,NA,1.1,1.6,71.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-18,2019,10,18,291,12.6,24,3.2,24,1001.5,24,993,7,16.1,24,7.3,24,9.8,14.4,23.9,NA,10.6,NA,17.02,G,NA,0,0,0,0,0,0,0.8,1.5,52.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-19,2019,10,19,292,11.2,24,1.2,24,1014.6,24,14.2,20,16.1,24,4.2,24,6.2,10.8,16.7,NA,6.7,NA,0,G,NA,0,0,0,0,0,0,0.7,1.3,50.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-20,2019,10,20,293,11.5,24,4.8,24,1018.1,24,17.3,20,16.1,24,2.1,24,3.6,NA,16.7,NA,6.7,NA,0,G,NA,0,0,0,0,0,0,0.9,1.4,63.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-21,2019,10,21,294,14.2,24,9.2,24,1018.7,24,17.6,24,16.1,24,3.8,24,7.2,NA,17.2,NA,6.7,NA,0,G,NA,0,0,0,0,0,0,1.2,1.6,71.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-22,2019,10,22,295,12.7,24,9.2,24,1019.9,20,19.1,24,15,24,4.3,24,7.7,NA,17.2,NA,10,NA,0,G,NA,1,0,0,0,0,NA,1.2,1.5,79.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-23,2019,10,23,296,16.2,24,10.3,24,1011.1,17,9.4,24,8,24,4.4,24,9.3,12.4,21.1,NA,10,NA,8.13,G,NA,1,1,0,0,0,0,1.3,1.8,68.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-24,2019,10,24,297,15.1,24,2.4,24,1022.1,24,17.1,5,16.1,24,4.6,24,7.7,10.3,21.1,NA,9.4,NA,6.6,G,NA,0,0,0,0,0,0,0.7,1.7,42.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-25,2019,10,25,298,14.3,24,6.1,24,1024.6,24,23.5,23,16.1,24,3.9,24,8.2,9.3,20.6,NA,9.4,NA,0,G,NA,0,0,0,0,0,0,0.9,1.6,57.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-26,2019,10,26,299,13.1,24,7.3,24,1022.6,24,22,20,16.1,24,3.3,24,6.7,NA,17.2,NA,10.6,NA,0.25,G,NA,1,0,0,0,0,NA,1,1.5,67.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-27,2019,10,27,300,11.4,24,6.3,24,1021.9,21,17.8,18,12.2,24,5.6,24,13.9,18,16.1,NA,10,NA,0,G,NA,1,0,0,0,0,NA,1,1.3,70.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2019-10-28,2019,10,28,301,11.8,24,9.1,24,1017.4,17,16.6,23,10.9,24,5,24,8.8,12.9,13.9,NA,10,NA,36.32,G,NA,1,0,0,0,0,NA,1.2,1.4,83.5,3.3
